store_id,promo_id,start_date,end_date
STR_014,PRM_005,2023-05-02,2023-05-16
STR_014,PRM_002,2023-06-05,2023-06-19
STR_014,PRM_006,2023-07-09,2023-07-24
STR_014,PRM_003,2023-09-09,2023-09-19
STR_014,PRM_002,2024-01-13,2024-01-16
STR_014,PRM_003,2024-02-17,2024-02-24
STR_014,PRM_001,2024-03-10,2024-03-20
STR_014,PRM_006,2024-04-18,2024-04-21
STR_014,PRM_002,2024-05-06,2024-05-16
STR_014,PRM_002,2024-06-11,2024-06-17
STR_014,PRM_006,2024-07-04,2024-07-18
STR_014,PRM_004,2024-08-04,2024-08-15
STR_014,PRM_005,2024-09-16,2024-09-22
STR_014,PRM_002,2024-10-04,2024-10-18
STR_014,PRM_002,2024-11-20,2024-11-26
STR_014,PRM_006,2024-12-15,2024-12-26
STR_014,PRM_003,2025-02-08,2025-02-15
STR_014,PRM_004,2025-03-05,2025-03-17
STR_014,PRM_006,2025-05-14,2025-05-25
STR_014,PRM_001,2025-06-12,2025-06-26
STR_014,PRM_001,2025-08-15,2025-08-21
STR_014,PRM_005,2025-09-18,2025-09-22
STR_014,PRM_001,2025-10-17,2025-10-26
STR_014,PRM_005,2025-11-05,2025-11-16
STR_014,PRM_004,2025-12-08,2025-12-11
STR_015,PRM_001,2021-01-20,2021-01-23
STR_015,PRM_004,2021-02-20,2021-03-07
STR_015,PRM_005,2021-04-18,2021-04-23
STR_015,PRM_003,2021-05-20,2021-06-02
STR_015,PRM_004,2021-06-07,2021-06-11
STR_015,PRM_006,2021-09-11,2021-09-26
STR_015,PRM_005,2021-10-14,2021-10-29
STR_015,PRM_006,2021-11-06,2021-11-18
STR_015,PRM_006,2022-03-12,2022-03-16
STR_015,PRM_004,2022-04-09,2022-04-14
STR_015,PRM_001,2022-05-07,2022-05-14
STR_015,PRM_004,2022-06-17,2022-06-21
STR_015,PRM_004,2022-07-14,2022-07-28
STR_015,PRM_003,2022-08-13,2022-08-16
STR_015,PRM_002,2022-11-20,2022-11-27
STR_015,PRM_002,2023-01-17,2023-01-26
STR_015,PRM_003,2023-03-11,2023-03-19
STR_015,PRM_001,2023-04-06,2023-04-14
STR_015,PRM_002,2023-05-09,2023-05-23
STR_015,PRM_005,2023-08-04,2023-08-17
STR_015,PRM_005,2023-11-08,2023-11-21
STR_015,PRM_003,2023-12-13,2023-12-17
STR_015,PRM_004,2024-01-15,2024-01-23
STR_015,PRM_005,2024-02-05,2024-02-10
STR_015,PRM_005,2024-03-19,2024-03-22
STR_015,PRM_002,2024-04-02,2024-04-09
STR_015,PRM_001,2024-05-11,2024-05-17
STR_015,PRM_002,2024-07-02,2024-07-09
STR_015,PRM_001,2024-09-19,2024-09-30
STR_015,PRM_001,2024-10-20,2024-10-27
STR_015,PRM_005,2024-11-16,2024-11-26
STR_015,PRM_003,2024-12-02,2024-12-14
STR_015,PRM_001,2025-01-09,2025-01-16
STR_015,PRM_005,2025-02-18,2025-02-23
STR_015,PRM_001,2025-03-15,2025-03-23
STR_015,PRM_005,2025-06-10,2025-06-24
STR_015,PRM_006,2025-07-09,2025-07-23
STR_015,PRM_005,2025-08-06,2025-08-15
STR_015,PRM_003,2025-09-14,2025-09-24
STR_015,PRM_002,2025-11-07,2025-11-13
STR_015,PRM_003,2025-12-11,2025-12-21
STR_016,PRM_002,2021-02-13,2021-02-16
STR_016,PRM_004,2021-03-11,2021-03-19
STR_016,PRM_006,2021-04-07,2021-04-10
STR_016,PRM_001,2021-07-07,2021-07-18
STR_016,PRM_004,2021-08-11,2021-08-23
STR_016,PRM_002,2021-10-09,2021-10-22
STR_016,PRM_005,2021-11-15,2021-11-19
STR_016,PRM_004,2021-12-07,2021-12-16
STR_016,PRM_006,2022-01-06,2022-01-10
STR_016,PRM_004,2022-02-06,2022-02-13
STR_016,PRM_002,2022-03-10,2022-03-24
STR_016,PRM_006,2022-04-05,2022-04-10
STR_016,PRM_006,2022-07-14,2022-07-19
STR_016,PRM_003,2022-09-04,2022-09-12
STR_016,PRM_002,2022-12-16,2022-12-28
STR_016,PRM_006,2023-01-11,2023-01-24
STR_016,PRM_006,2023-03-01,2023-03-09
STR_016,PRM_005,2023-04-18,2023-04-26
STR_016,PRM_001,2023-05-06,2023-05-17
STR_016,PRM_006,2023-07-08,2023-07-21
STR_016,PRM_005,2023-08-12,2023-08-25
STR_016,PRM_002,2023-09-17,2023-09-21
STR_016,PRM_004,2023-10-05,2023-10-18
STR_016,PRM_001,2023-12-15,2023-12-21
STR_016,PRM_004,2024-01-09,2024-01-23
STR_016,PRM_005,2024-02-18,2024-02-24
STR_016,PRM_006,2024-04-06,2024-04-11
STR_016,PRM_004,2024-05-07,2024-05-19
STR_016,PRM_005,2024-06-02,2024-06-07
STR_016,PRM_005,2024-07-05,2024-07-19
STR_016,PRM_002,2024-08-04,2024-08-10
STR_016,PRM_001,2024-09-08,2024-09-22
STR_016,PRM_001,2024-10-01,2024-10-05
STR_016,PRM_003,2024-12-03,2024-12-09
STR_016,PRM_001,2025-01-04,2025-01-07
STR_016,PRM_002,2025-02-12,2025-02-18
STR_016,PRM_002,2025-06-01,2025-06-06
STR_016,PRM_002,2025-10-12,2025-10-21
STR_016,PRM_004,2025-11-20,2025-12-01
STR_016,PRM_006,2025-12-07,2025-12-12
STR_017,PRM_005,2021-03-19,2021-04-02
STR_017,PRM_004,2021-04-11,2021-04-21
STR_017,PRM_002,2021-05-02,2021-05-09
STR_017,PRM_001,2021-06-09,2021-06-17
STR_017,PRM_006,2021-08-16,2021-08-19
STR_017,PRM_005,2021-10-10,2021-10-13
STR_017,PRM_002,2021-11-16,2021-11-19
STR_017,PRM_003,2021-12-09,2021-12-20
STR_017,PRM_004,2022-01-06,2022-01-16
STR_017,PRM_002,2022-03-02,2022-03-15
STR_017,PRM_004,2022-04-18,2022-04-24
STR_017,PRM_006,2022-05-07,2022-05-12
STR_017,PRM_002,2022-06-03,2022-06-16
STR_017,PRM_006,2022-08-10,2022-08-14
STR_017,PRM_002,2022-09-09,2022-09-16
STR_017,PRM_005,2022-11-03,2022-11-16
STR_017,PRM_001,2023-01-08,2023-01-23
STR_017,PRM_003,2023-02-17,2023-02-28
STR_017,PRM_002,2023-05-17,2023-05-24
STR_017,PRM_001,2023-07-11,2023-07-25
STR_017,PRM_002,2023-08-11,2023-08-26
STR_017,PRM_006,2023-10-02,2023-10-08
STR_017,PRM_004,2023-11-06,2023-11-15
STR_017,PRM_004,2023-12-17,2023-12-27
STR_017,PRM_005,2024-04-04,2024-04-10
STR_017,PRM_004,2024-05-08,2024-05-20
STR_017,PRM_003,2024-06-18,2024-06-24
STR_017,PRM_002,2024-07-12,2024-07-22
STR_017,PRM_006,2024-08-07,2024-08-19
STR_017,PRM_002,2024-09-04,2024-09-12
STR_017,PRM_005,2024-10-08,2024-10-14
STR_017,PRM_005,2024-11-17,2024-11-23
STR_017,PRM_003,2025-01-13,2025-01-26
STR_017,PRM_004,2025-02-04,2025-02-18
STR_017,PRM_002,2025-03-11,2025-03-17
STR_017,PRM_005,2025-05-16,2025-05-25
STR_017,PRM_002,2025-07-08,2025-07-23
STR_017,PRM_002,2025-11-06,2025-11-14
STR_017,PRM_001,2025-12-15,2025-12-26
STR_018,PRM_002,2021-01-05,2021-01-11
STR_018,PRM_001,2021-02-03,2021-02-13
STR_018,PRM_006,2021-03-05,2021-03-17
STR_018,PRM_006,2021-04-20,2021-04-23
STR_018,PRM_001,2021-05-10,2021-05-21
STR_018,PRM_003,2021-06-15,2021-06-29
STR_018,PRM_006,2021-09-14,2021-09-17
STR_018,PRM_003,2021-10-07,2021-10-12
STR_018,PRM_003,2021-12-19,2021-12-31
STR_018,PRM_002,2022-03-12,2022-03-17
STR_018,PRM_002,2022-04-05,2022-04-13
STR_018,PRM_003,2022-05-13,2022-05-25
STR_018,PRM_002,2022-06-15,2022-06-28
STR_018,PRM_005,2022-07-12,2022-07-16
STR_018,PRM_004,2022-08-14,2022-08-24
STR_018,PRM_002,2022-09-12,2022-09-22
STR_018,PRM_004,2022-10-03,2022-10-15
STR_018,PRM_004,2022-11-16,2022-12-01
STR_018,PRM_003,2022-12-15,2022-12-25
STR_018,PRM_005,2023-01-20,2023-02-03
STR_018,PRM_002,2023-02-13,2023-02-16
STR_018,PRM_002,2023-04-07,2023-04-13
STR_018,PRM_006,2023-06-09,2023-06-19
STR_018,PRM_002,2023-08-05,2023-08-10
STR_018,PRM_001,2023-10-12,2023-10-21
STR_018,PRM_004,2023-11-11,2023-11-19
STR_018,PRM_002,2023-12-07,2023-12-22
STR_018,PRM_003,2024-02-13,2024-02-28
STR_018,PRM_002,2024-05-07,2024-05-18
STR_018,PRM_001,2024-06-13,2024-06-24
STR_018,PRM_002,2024-07-01,2024-07-07
STR_018,PRM_005,2024-08-17,2024-08-31
STR_018,PRM_001,2024-09-04,2024-09-17
STR_018,PRM_003,2024-11-13,2024-11-25
STR_018,PRM_005,2024-12-02,2024-12-15
STR_018,PRM_001,2025-01-10,2025-01-13
STR_018,PRM_003,2025-03-14,2025-03-22
STR_018,PRM_003,2025-05-17,2025-05-29
STR_018,PRM_001,2025-06-11,2025-06-25
STR_018,PRM_003,2025-07-13,2025-07-17
STR_018,PRM_003,2025-10-11,2025-10-19
STR_018,PRM_002,2025-11-08,2025-11-17
STR_019,PRM_006,2021-01-10,2021-01-15
STR_019,PRM_002,2021-02-04,2021-02-16
STR_019,PRM_004,2021-04-20,2021-04-28
STR_019,PRM_001,2021-05-17,2021-05-23
STR_019,PRM_002,2021-06-12,2021-06-22
STR_019,PRM_004,2021-07-06,2021-07-19
STR_019,PRM_005,2021-09-18,2021-09-30
STR_019,PRM_002,2021-10-07,2021-10-19
STR_019,PRM_005,2021-11-09,2021-11-21
STR_019,PRM_002,2021-12-14,2021-12-21
STR_019,PRM_001,2022-02-12,2022-02-27
STR_019,PRM_003,2022-03-11,2022-03-14
STR_019,PRM_004,2022-04-18,2022-04-25
STR_019,PRM_001,2022-05-01,2022-05-07
STR_019,PRM_003,2022-06-09,2022-06-15
STR_019,PRM_003,2022-08-18,2022-08-21
STR_019,PRM_002,2022-09-16,2022-09-25
STR_019,PRM_003,2022-10-03,2022-10-10
STR_019,PRM_001,2022-11-08,2022-11-13
STR_019,PRM_005,2022-12-01,2022-12-13
STR_019,PRM_004,2023-02-04,2023-02-10
STR_019,PRM_006,2023-03-02,2023-03-10
STR_019,PRM_003,2023-04-12,2023-04-21
STR_019,PRM_003,2023-06-15,2023-06-24
STR_019,PRM_005,2023-09-16,2023-09-28
STR_019,PRM_001,2023-10-08,2023-10-17
STR_019,PRM_001,2023-11-08,2023-11-16
STR_019,PRM_004,2023-12-15,2023-12-30
STR_019,PRM_004,2024-01-18,2024-01-22
STR_019,PRM_001,2024-02-05,2024-02-11
STR_019,PRM_005,2024-03-19,2024-03-26
STR_019,PRM_004,2024-08-06,2024-08-09
STR_019,PRM_004,2024-09-13,2024-09-16
STR_019,PRM_005,2024-10-15,2024-10-19
STR_019,PRM_002,2024-11-13,2024-11-24
STR_019,PRM_005,2025-02-18,2025-02-22
STR_019,PRM_005,2025-03-05,2025-03-17
STR_019,PRM_004,2025-05-05,2025-05-13
STR_019,PRM_006,2025-06-15,2025-06-22
STR_019,PRM_006,2025-07-11,2025-07-21
STR_019,PRM_006,2025-09-15,2025-09-24
STR_019,PRM_003,2025-10-09,2025-10-17
STR_020,PRM_006,2021-01-14,2021-01-28
STR_020,PRM_005,2021-02-11,2021-02-25
STR_020,PRM_004,2021-03-08,2021-03-23
STR_020,PRM_003,2021-04-06,2021-04-11
STR_020,PRM_004,2021-05-02,2021-05-16
STR_020,PRM_005,2021-07-20,2021-07-29
STR_020,PRM_001,2021-08-20,2021-08-25
STR_020,PRM_006,2021-10-09,2021-10-13
STR_020,PRM_002,2021-11-04,2021-11-11
STR_020,PRM_006,2021-12-03,2021-12-12
STR_020,PRM_004,2022-01-08,2022-01-19
STR_020,PRM_004,2022-04-11,2022-04-16
STR_020,PRM_002,2022-05-15,2022-05-22
STR_020,PRM_001,2022-06-20,2022-06-26
STR_020,PRM_003,2022-07-18,2022-07-28
STR_020,PRM_002,2022-08-11,2022-08-14
STR_020,PRM_004,2022-09-08,2022-09-23
STR_020,PRM_001,2022-10-18,2022-10-28
STR_020,PRM_004,2022-12-07,2022-12-17
STR_020,PRM_005,2023-01-15,2023-01-24
STR_020,PRM_003,2023-02-20,2023-02-26
STR_020,PRM_005,2023-03-20,2023-03-31
STR_020,PRM_005,2023-05-07,2023-05-14
STR_020,PRM_004,2023-06-19,2023-06-25
STR_020,PRM_002,2023-07-10,2023-07-17
STR_020,PRM_001,2023-08-19,2023-09-02
STR_020,PRM_005,2023-09-12,2023-09-18
STR_020,PRM_001,2023-12-02,2023-12-14
STR_020,PRM_003,2024-01-12,2024-01-15
STR_020,PRM_006,2024-02-05,2024-02-15
STR_020,PRM_006,2024-04-01,2024-04-05
STR_020,PRM_003,2024-06-13,2024-06-24
STR_020,PRM_004,2024-08-04,2024-08-18
STR_020,PRM_003,2024-11-08,2024-11-17
STR_020,PRM_006,2024-12-05,2024-12-20
STR_020,PRM_004,2025-01-06,2025-01-17
STR_020,PRM_002,2025-07-15,2025-07-20
STR_020,PRM_003,2025-08-17,2025-08-25
STR_020,PRM_004,2025-09-05,2025-09-10
STR_020,PRM_002,2025-10-17,2025-10-27
STR_020,PRM_002,2025-12-06,2025-12-10
STR_021,PRM_006,2021-01-07,2021-01-21
STR_021,PRM_004,2021-02-14,2021-03-01
STR_021,PRM_002,2021-06-19,2021-07-04
STR_021,PRM_006,2021-07-10,2021-07-16
STR_021,PRM_002,2021-08-03,2021-08-12
STR_021,PRM_005,2021-09-11,2021-09-21
STR_021,PRM_003,2021-11-03,2021-11-16
STR_021,PRM_002,2021-12-03,2021-12-18
STR_021,PRM_004,2022-01-17,2022-01-23
STR_021,PRM_004,2022-02-13,2022-02-24
STR_021,PRM_003,2022-03-07,2022-03-20
STR_021,PRM_003,2022-04-18,2022-04-28
STR_021,PRM_004,2022-06-19,2022-07-04
STR_021,PRM_004,2022-07-05,2022-07-10
STR_021,PRM_006,2022-10-15,2022-10-20
STR_021,PRM_001,2022-11-04,2022-11-09
STR_021,PRM_006,2022-12-07,2022-12-18
STR_021,PRM_003,2023-01-17,2023-01-25
STR_021,PRM_003,2023-02-04,2023-02-16
STR_021,PRM_001,2023-04-17,2023-04-29
STR_021,PRM_002,2023-05-17,2023-05-25
STR_021,PRM_006,2023-07-01,2023-07-12
STR_021,PRM_005,2023-08-19,2023-08-30
STR_021,PRM_003,2023-09-05,2023-09-19
STR_021,PRM_005,2023-10-17,2023-10-25
STR_021,PRM_004,2023-11-06,2023-11-13
STR_021,PRM_005,2024-01-16,2024-01-29
STR_021,PRM_004,2024-03-12,2024-03-26
STR_021,PRM_005,2024-04-04,2024-04-17
STR_021,PRM_005,2024-06-19,2024-07-04
STR_021,PRM_006,2024-08-18,2024-08-22
STR_021,PRM_006,2024-09-10,2024-09-22
STR_021,PRM_001,2024-11-15,2024-11-22
STR_021,PRM_005,2024-12-12,2024-12-25
STR_021,PRM_003,2025-01-19,2025-01-22
STR_021,PRM_003,2025-02-09,2025-02-19
STR_021,PRM_001,2025-03-16,2025-03-30
STR_021,PRM_002,2025-04-02,2025-04-08
STR_021,PRM_006,2025-05-14,2025-05-22
STR_021,PRM_004,2025-06-04,2025-06-12
STR_021,PRM_006,2025-07-20,2025-07-28
STR_021,PRM_002,2025-09-19,2025-09-23
STR_021,PRM_002,2025-11-11,2025-11-17
STR_021,PRM_002,2025-12-12,2025-12-22
STR_022,PRM_001,2021-01-14,2021-01-23
STR_022,PRM_003,2021-03-10,2021-03-18
STR_022,PRM_004,2021-05-08,2021-05-15
STR_022,PRM_003,2021-07-19,2021-07-25
STR_022,PRM_002,2021-08-17,2021-08-25
STR_022,PRM_001,2021-09-07,2021-09-19
STR_022,PRM_004,2021-12-05,2021-12-09
STR_022,PRM_001,2022-04-09,2022-04-21
STR_022,PRM_006,2022-06-18,2022-07-02
STR_022,PRM_003,2022-07-09,2022-07-22
STR_022,PRM_005,2022-09-01,2022-09-13
STR_022,PRM_003,2022-11-04,2022-11-16
STR_022,PRM_001,2022-12-19,2022-12-31
STR_022,PRM_006,2023-02-01,2023-02-14
STR_022,PRM_004,2023-03-01,2023-03-12
STR_022,PRM_004,2023-04-02,2023-04-13
STR_022,PRM_001,2023-05-12,2023-05-19
STR_022,PRM_005,2023-07-16,2023-07-31
STR_022,PRM_003,2023-10-20,2023-10-29
STR_022,PRM_003,2023-11-01,2023-11-07
STR_022,PRM_004,2024-02-14,2024-02-25
STR_022,PRM_003,2024-03-13,2024-03-21
STR_022,PRM_005,2024-04-01,2024-04-16
STR_022,PRM_001,2024-06-02,2024-06-05
STR_022,PRM_002,2024-07-07,2024-07-16
STR_022,PRM_004,2024-09-19,2024-10-02
STR_022,PRM_006,2024-10-05,2024-10-18
STR_022,PRM_002,2024-12-17,2024-12-20
STR_022,PRM_003,2025-02-07,2025-02-13
STR_022,PRM_005,2025-05-11,2025-05-23
STR_022,PRM_002,2025-06-13,2025-06-26
STR_022,PRM_004,2025-08-13,2025-08-27
STR_022,PRM_004,2025-09-12,2025-09-25
STR_022,PRM_006,2025-10-10,2025-10-14
STR_022,PRM_002,2025-11-12,2025-11-16
STR_023,PRM_004,2021-01-13,2021-01-21
STR_023,PRM_003,2021-02-04,2021-02-14
STR_023,PRM_002,2021-03-17,2021-03-24
STR_023,PRM_001,2021-04-13,2021-04-26
STR_023,PRM_004,2021-05-13,2021-05-23
STR_023,PRM_006,2021-06-13,2021-06-21
STR_023,PRM_002,2021-07-18,2021-07-29
STR_023,PRM_002,2021-08-09,2021-08-18
STR_023,PRM_002,2021-09-01,2021-09-11
STR_023,PRM_003,2021-10-07,2021-10-21
STR_023,PRM_003,2021-11-13,2021-11-20
STR_023,PRM_001,2021-12-20,2021-12-31
STR_023,PRM_005,2022-01-12,2022-01-19
STR_023,PRM_005,2022-02-15,2022-02-20
STR_023,PRM_005,2022-03-08,2022-03-12
STR_023,PRM_004,2022-04-14,2022-04-24
STR_023,PRM_002,2022-08-17,2022-08-22
STR_023,PRM_003,2022-11-17,2022-11-26
STR_023,PRM_002,2022-12-18,2022-12-30
STR_023,PRM_003,2023-01-01,2023-01-12
STR_023,PRM_004,2023-05-10,2023-05-15
STR_023,PRM_006,2023-07-09,2023-07-13
STR_023,PRM_002,2023-08-10,2023-08-13
STR_023,PRM_002,2023-09-10,2023-09-17
STR_023,PRM_003,2023-10-09,2023-10-17
STR_023,PRM_001,2023-11-09,2023-11-14
STR_023,PRM_002,2024-01-05,2024-01-10
STR_023,PRM_003,2024-02-17,2024-02-23
STR_023,PRM_006,2024-04-13,2024-04-22
STR_023,PRM_003,2024-05-13,2024-05-24
STR_023,PRM_001,2024-08-12,2024-08-23
STR_023,PRM_004,2024-10-20,2024-11-01
STR_023,PRM_005,2024-11-03,2024-11-16
STR_023,PRM_003,2024-12-02,2024-12-05
STR_023,PRM_006,2025-01-14,2025-01-23
STR_023,PRM_002,2025-02-16,2025-03-02
STR_023,PRM_003,2025-03-04,2025-03-18
STR_023,PRM_005,2025-04-03,2025-04-17
STR_023,PRM_006,2025-05-01,2025-05-08
STR_023,PRM_001,2025-06-02,2025-06-14
STR_023,PRM_001,2025-08-01,2025-08-09
STR_023,PRM_003,2025-09-09,2025-09-17
STR_023,PRM_001,2025-10-10,2025-10-16
STR_023,PRM_001,2025-11-20,2025-11-29
STR_024,PRM_002,2021-02-20,2021-03-05
STR_024,PRM_006,2021-03-18,2021-03-28
STR_024,PRM_001,2021-06-06,2021-06-10
STR_024,PRM_002,2021-07-19,2021-07-24
STR_024,PRM_001,2021-08-12,2021-08-16
STR_024,PRM_005,2021-09-02,2021-09-05
STR_024,PRM_002,2021-10-18,2021-10-25
STR_024,PRM_001,2021-11-08,2021-11-19
STR_024,PRM_006,2022-01-07,2022-01-11
STR_024,PRM_005,2022-03-10,2022-03-18
STR_024,PRM_003,2022-04-11,2022-04-22
STR_024,PRM_002,2022-05-12,2022-05-25
STR_024,PRM_005,2022-07-12,2022-07-23
STR_024,PRM_002,2022-09-02,2022-09-12
STR_024,PRM_005,2022-10-17,2022-10-26
STR_024,PRM_006,2022-12-09,2022-12-12
STR_024,PRM_002,2023-01-10,2023-01-13
STR_024,PRM_005,2023-03-20,2023-03-24
STR_024,PRM_001,2023-05-07,2023-05-22
STR_024,PRM_001,2023-06-05,2023-06-09
STR_024,PRM_002,2023-07-18,2023-07-31
STR_024,PRM_003,2023-08-07,2023-08-11
STR_024,PRM_001,2023-09-07,2023-09-22
STR_024,PRM_003,2023-10-18,2023-10-23
STR_024,PRM_001,2023-12-18,2023-12-28
STR_024,PRM_005,2024-01-19,2024-02-02
STR_024,PRM_002,2024-04-06,2024-04-10
STR_024,PRM_004,2024-05-04,2024-05-09
STR_024,PRM_005,2024-06-06,2024-06-21
STR_024,PRM_004,2024-07-05,2024-07-16
STR_024,PRM_002,2024-08-05,2024-08-20
STR_024,PRM_001,2024-09-02,2024-09-14
STR_024,PRM_001,2024-10-15,2024-10-28
STR_024,PRM_004,2024-11-13,2024-11-25
STR_024,PRM_004,2024-12-06,2024-12-16
STR_024,PRM_001,2025-03-04,2025-03-19
STR_024,PRM_001,2025-04-05,2025-04-08
STR_024,PRM_003,2025-05-09,2025-05-17
STR_024,PRM_003,2025-07-10,2025-07-23
STR_024,PRM_005,2025-09-20,2025-09-29
STR_024,PRM_006,2025-10-04,2025-10-16
STR_024,PRM_004,2025-12-01,2025-12-13
STR_025,PRM_001,2021-02-12,2021-02-25
STR_025,PRM_002,2021-03-03,2021-03-07
STR_025,PRM_004,2021-04-15,2021-04-18
STR_025,PRM_001,2021-06-17,2021-06-22
STR_025,PRM_006,2021-09-17,2021-09-30
STR_025,PRM_003,2021-10-20,2021-11-04
STR_025,PRM_004,2021-11-09,2021-11-24
STR_025,PRM_006,2021-12-20,2021-12-31
STR_025,PRM_002,2022-02-03,2022-02-09
STR_025,PRM_006,2022-04-04,2022-04-16
STR_025,PRM_001,2022-05-18,2022-05-27
STR_025,PRM_004,2022-08-15,2022-08-20
STR_025,PRM_003,2022-09-12,2022-09-23
STR_025,PRM_005,2022-10-16,2022-10-20
STR_025,PRM_004,2022-11-01,2022-11-10
STR_025,PRM_006,2023-01-03,2023-01-06
STR_025,PRM_004,2023-02-16,2023-03-02
STR_025,PRM_001,2023-03-03,2023-03-08
STR_025,PRM_004,2023-04-05,2023-04-08
STR_025,PRM_001,2023-08-06,2023-08-12
STR_025,PRM_001,2023-09-05,2023-09-11
STR_025,PRM_003,2023-10-12,2023-10-19
STR_025,PRM_006,2023-12-10,2023-12-23
STR_025,PRM_002,2024-01-05,2024-01-20
STR_025,PRM_003,2024-02-06,2024-02-18
STR_025,PRM_005,2024-03-07,2024-03-10
STR_025,PRM_002,2024-05-07,2024-05-14
STR_025,PRM_001,2024-07-14,2024-07-19
STR_025,PRM_003,2024-09-01,2024-09-08
STR_025,PRM_004,2024-11-05,2024-11-09
STR_025,PRM_005,2024-12-13,2024-12-16
STR_025,PRM_004,2025-01-04,2025-01-19
STR_025,PRM_005,2025-03-01,2025-03-06
STR_025,PRM_004,2025-04-01,2025-04-12
STR_025,PRM_004,2025-05-13,2025-05-19
STR_025,PRM_004,2025-06-02,2025-06-10
STR_025,PRM_004,2025-07-19,2025-07-27
STR_025,PRM_002,2025-09-08,2025-09-12
STR_025,PRM_001,2025-10-12,2025-10-22
STR_025,PRM_005,2025-11-03,2025-11-16
STR_025,PRM_004,2025-12-14,2025-12-27
STR_026,PRM_004,2021-01-13,2021-01-22
STR_026,PRM_006,2021-02-06,2021-02-18
STR_026,PRM_002,2021-03-20,2021-04-02
STR_026,PRM_003,2021-05-20,2021-05-27
STR_026,PRM_002,2021-06-07,2021-06-19
STR_026,PRM_003,2021-07-11,2021-07-15
STR_026,PRM_005,2021-08-05,2021-08-12
STR_026,PRM_005,2021-11-02,2021-11-05
STR_026,PRM_002,2021-12-10,2021-12-15
STR_026,PRM_004,2022-02-17,2022-03-01
STR_026,PRM_003,2022-03-07,2022-03-18
STR_026,PRM_005,2022-04-09,2022-04-23
STR_026,PRM_002,2022-05-11,2022-05-15
STR_026,PRM_004,2022-08-02,2022-08-17
STR_026,PRM_005,2022-10-16,2022-10-20
STR_026,PRM_001,2022-11-16,2022-11-25
STR_026,PRM_006,2022-12-14,2022-12-22
STR_026,PRM_002,2023-02-09,2023-02-17
STR_026,PRM_002,2023-03-05,2023-03-19
STR_026,PRM_006,2023-07-01,2023-07-11
STR_026,PRM_001,2023-09-12,2023-09-20
STR_026,PRM_005,2023-11-15,2023-11-26
STR_026,PRM_003,2023-12-12,2023-12-19
STR_026,PRM_005,2024-02-06,2024-02-14
STR_026,PRM_005,2024-03-13,2024-03-22
STR_026,PRM_006,2024-04-06,2024-04-10
STR_026,PRM_002,2024-05-10,2024-05-15
STR_026,PRM_001,2024-06-15,2024-06-21
STR_026,PRM_005,2024-08-20,2024-08-23
STR_026,PRM_006,2024-09-18,2024-09-26
STR_026,PRM_006,2024-10-14,2024-10-18
STR_026,PRM_003,2024-11-10,2024-11-13
STR_026,PRM_005,2024-12-14,2024-12-22
STR_026,PRM_006,2025-01-08,2025-01-21
STR_026,PRM_002,2025-02-01,2025-02-08
STR_026,PRM_005,2025-03-06,2025-03-18
STR_026,PRM_005,2025-05-09,2025-05-24
STR_026,PRM_004,2025-08-05,2025-08-20
STR_026,PRM_001,2025-09-18,2025-09-22
STR_026,PRM_003,2025-10-05,2025-10-12
STR_026,PRM_004,2025-11-20,2025-11-27
STR_026,PRM_006,2025-12-10,2025-12-17
STR_027,PRM_002,2021-01-12,2021-01-15
STR_027,PRM_004,2021-02-16,2021-03-02
STR_027,PRM_003,2021-03-06,2021-03-16
STR_027,PRM_006,2021-04-17,2021-04-28
STR_027,PRM_005,2021-05-10,2021-05-19
STR_027,PRM_001,2021-08-20,2021-08-25
STR_027,PRM_003,2021-09-10,2021-09-17
STR_027,PRM_001,2021-10-09,2021-10-14
STR_027,PRM_004,2021-12-05,2021-12-15
STR_027,PRM_006,2022-02-14,2022-02-27
STR_027,PRM_001,2022-03-07,2022-03-13
STR_027,PRM_001,2022-04-16,2022-04-28
STR_027,PRM_006,2022-05-05,2022-05-15
STR_027,PRM_004,2022-07-16,2022-07-25
STR_027,PRM_006,2022-08-05,2022-08-13
STR_027,PRM_001,2022-10-19,2022-10-29
STR_027,PRM_005,2022-11-09,2022-11-16
STR_027,PRM_003,2023-01-09,2023-01-23
STR_027,PRM_004,2023-02-18,2023-02-25
STR_027,PRM_006,2023-04-05,2023-04-18
STR_027,PRM_005,2023-05-18,2023-05-29
STR_027,PRM_004,2023-06-02,2023-06-11
STR_027,PRM_001,2023-07-18,2023-07-27
STR_027,PRM_005,2023-08-16,2023-08-25
STR_027,PRM_005,2023-09-16,2023-09-28
STR_027,PRM_005,2023-10-13,2023-10-16
STR_027,PRM_006,2023-11-02,2023-11-05
STR_027,PRM_002,2023-12-09,2023-12-21
STR_027,PRM_006,2024-02-06,2024-02-11
STR_027,PRM_005,2024-03-02,2024-03-07
STR_027,PRM_001,2024-04-04,2024-04-19
STR_027,PRM_006,2024-05-04,2024-05-07
STR_027,PRM_001,2024-06-19,2024-07-03
STR_027,PRM_004,2024-08-13,2024-08-20
STR_027,PRM_005,2024-10-09,2024-10-22
STR_027,PRM_002,2025-01-20,2025-01-27
STR_027,PRM_002,2025-02-18,2025-02-21
STR_027,PRM_004,2025-03-02,2025-03-05
STR_027,PRM_004,2025-06-17,2025-06-30
STR_027,PRM_002,2025-07-03,2025-07-12
STR_027,PRM_005,2025-08-03,2025-08-11
